planning_seed,selection_position,selection_hash,episode_index,start_step,goal_step,valid_row_rank,pair_hash,success_A,success_C,success_D
47,30,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,5504,62,112,831166,bd77198239ec69690072bd52083380eef2e73a935c10b59b733729aa1923da04,true,true,true
47,31,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,5510,100,150,832110,37caf0662d22a2dea096d28e393b298f11003b55327477cf9a7d37cad381dcc8,false,false,false
47,32,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,5538,29,79,836267,4a07988e5d7b7e4abcf78bd924cd16937526a07b0bb9f02a5c3b8221f0200e88,true,true,true
47,33,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,6101,140,190,921391,cc2dccdaf0a1082f412a9d5ee4783c239985e4d10e6cfa0bbb8e97b875856d56,true,true,true
47,34,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,6108,91,141,922399,eaf41e108036875b57dc6dd38c674c666c9f6e31eab26cb7c00648175d0911b1,false,false,false
47,35,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,7144,29,79,1078773,af5c1d8191d34e060a850beb3c201f3f562efb4ab23db19acf1f10b186cf8f16,false,true,true
47,36,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,7417,117,167,1120084,9104ef2b5825bdf5f997a79d9484deef97edd2ba4e64d0e1c041f0c1ee87c939,true,true,true
47,37,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,7504,75,125,1133179,40ab5bffac2fee483eac122355974dfb33a142156f42dc065e9ac4a732145953,false,false,false
47,38,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,7536,68,118,1138004,9f78126fc388a1729cef259393fd8bf5624e51ba6019958e2d4b1a361326fce0,true,true,true
47,39,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,7555,131,181,1140936,aaeda47dfb23b2cf827b0aadee401d55f615250431073296285333289c498d6d,true,true,true
47,40,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,7929,96,146,1197375,fbd32c2a1c7c352fe836748e589c16da4a0ff1854261c9c62035f44cd01f260e,false,false,false
47,41,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,8217,38,88,1240805,8ce50214ec0c7bd270d06533cdb3c734c447f058ae639ac3f598af8268c5acdd,false,false,false
47,42,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,8274,128,178,1249502,a014e8253b05e4f2c67292a7aa1b121bb41c4436d6fa41957f245550ded9f7c5,true,true,true
47,43,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,8400,103,153,1268503,5679661d1d03a4ad00350fc9c0520257a53ee7c89205324ba7b923bac8370987,true,true,true
47,44,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,8414,78,128,1270592,23387e340427d1a4eb81da39e11525b3b3e0f74b39d61d8e11c88f0421f2a241,false,false,false
47,45,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,8486,94,144,1281480,6b55fedf8036539f1a8613137eada2ebf1825d3dca061ccba483a2321e34714f,false,false,false
47,46,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,8577,59,109,1295186,34c1adac2e10bc9e8ddb64e2ca867c4b888a1de2a3ae6c2cb3005177360f69f3,true,true,true
47,47,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,9021,101,151,1362272,902378e1bf3eca61d04860890d0e60c2f9247a89e3446dbfcda5cd767ba6563b,false,true,false
47,48,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,9455,103,153,1427808,4b8eea9cc8b9d25d6301369242ec2239f14072ce4b580e03b645799d724acae9,true,true,true
47,49,fea229332498de08753956ecce574cc61744519a7a395656f08777000d8783ca,9668,38,88,1459906,498aa828d3fbca41365e21f0a5badba1bf40388956908573d0cefc7c5a2dbb91,true,false,false
